compiler,program,opt,flag_id,sec_flags,compile_cmd,compile_ok,size_bytes,size_stripped_bytes,relro,canary,nx,pie,fortified,fortifiable,sha256,compile_stderr_tail
clang++,final,-O3,no_pie,-no-pie,clang++ /app/programs/final.cpp -O3 -no-pie -o results_csv/20260708-165104/bin/clang++__final__O3__no_pie,1,15928,14448,partial,no,yes,no,0,2,4986365ac784d8dcc28fbe61479e3e94dfbbad469b6637fa322d800d4405fb75,
clang++,final,-O3,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/final.cpp -O3 -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__final__O3__fortify1,1,16104,14520,partial,no,yes,yes,1,2,ab9ae2bf7c79cf6e351eff0cd1af465a9886cd3d5d06c05b9f6bab3e0b819857,
clang++,final,-O3,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/final.cpp -O3 -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__final__O3__fortify2,1,16168,14520,partial,no,yes,yes,2,2,f281281f650051100fc791dfc7a352e6e6c7138eec60127da49bc7eeaaf31f25,
clang++,final,-O3,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/final.cpp -O3 -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__final__O3__fortify_off,1,16096,14520,partial,no,yes,yes,0,2,db193efac912bc28c74bfc13e8ed30014f199a0d4d31c0905a4298b95b5360d1,
clang++,final,-O3,noexecstack,-z noexecstack,clang++ /app/programs/final.cpp -O3 -z noexecstack -o results_csv/20260708-165104/bin/clang++__final__O3__noexecstack,1,16096,14520,partial,no,yes,yes,0,2,db193efac912bc28c74bfc13e8ed30014f199a0d4d31c0905a4298b95b5360d1,
clang++,final,-O3,execstack,"-Wl,-z,execstack","clang++ /app/programs/final.cpp -O3 -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__final__O3__execstack",1,16096,14520,partial,no,no,yes,0,2,e599ae0529cdfe456fcdc12de06194a70a406affab788e444585d63417275381,
clang++,final,-O3,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/final.cpp -O3 -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__final__O3__relro_full",1,16000,14424,full,no,yes,yes,0,2,a90384cb2403a9a9dd41125e15f06909b6a5a090bd2917ec159338a0757fff49,
clang++,final,-O3,no_stack_protector,-fno-stack-protector,clang++ /app/programs/final.cpp -O3 -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__final__O3__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,2,db193efac912bc28c74bfc13e8ed30014f199a0d4d31c0905a4298b95b5360d1,
clang++,final,-O3,stack_protector,-fstack-protector,clang++ /app/programs/final.cpp -O3 -fstack-protector -o results_csv/20260708-165104/bin/clang++__final__O3__stack_protector,1,16160,14528,partial,yes,yes,yes,0,2,14c42992d78eb0bfaa37103896af1844e1b9164428b16df59bf5849078fe3744,
clang++,final,-O3,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/final.cpp -O3 -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__final__O3__stack_protector_strong,1,16160,14528,partial,yes,yes,yes,0,2,14c42992d78eb0bfaa37103896af1844e1b9164428b16df59bf5849078fe3744,
clang++,final,-O3,stack_protector_all,-fstack-protector-all,clang++ /app/programs/final.cpp -O3 -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__final__O3__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,2,14c42992d78eb0bfaa37103896af1844e1b9164428b16df59bf5849078fe3744,
clang++,final,-O3,no_plt,-fno-plt,clang++ /app/programs/final.cpp -O3 -fno-plt -o results_csv/20260708-165104/bin/clang++__final__O3__no_plt,1,16000,14424,partial,no,yes,yes,0,2,bdbddefb3f858be3ad9bee38b4a1c03eff837c3b461af8965e68c98b5958c5fe,
clang++,final,-O3,asan,-fsanitize=address,clang++ /app/programs/final.cpp -O3 -fsanitize=address -o results_csv/20260708-165104/bin/clang++__final__O3__asan,1,1696128,1357200,partial,no,yes,yes,8,54,bd2ca69750262827b1bf56a3dc7c4f6e7c5db44511a8c1328ee2d9c1f3c0bcf1,
clang++,final,-O3,ubsan,-fsanitize=undefined,clang++ /app/programs/final.cpp -O3 -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__final__O3__ubsan,1,425488,308472,partial,no,yes,yes,3,5,910691774d709aaa8463c11009afc2deaccb1c2ee81df99e43adc3ed3fad7ca8,
clang++,final,-O3,msan,-fsanitize=memory,clang++ /app/programs/final.cpp -O3 -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__final__O3__msan,1,1396800,1070088,partial,no,yes,yes,7,65,0f1876978a1b9b06ad9c29e3fa67b5972b4fec5fe0c5e3371fae951a56a2c372,
clang++,final,-O3,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/final.cpp -O3 -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__final__O3__safe_stack,1,23256,18944,partial,no,yes,yes,1,6,1375ec0220b4a4c6ff4b22fa177aecd3c42d6f53225278d6fb317e15d2eabe89,
clang++,final,-O3,lto,-flto,clang++ /app/programs/final.cpp -O3 -flto -o results_csv/20260708-165104/bin/clang++__final__O3__lto,1,16064,14520,partial,no,yes,yes,0,2,fa7e7ba91a5f40dbdcc46e513d308ef751191d1dcdb16be5b7d48bffb799723f,
clang++,final,-Ofast,baseline,,clang++ /app/programs/final.cpp -Ofast -o results_csv/20260708-165104/bin/clang++__final__Ofast__baseline,1,17584,14520,partial,no,yes,yes,0,2,8b281ee4ceba29d2f6783c938f76ef9aec72e9317dbba8c04d32a3ea3bcf6113,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,pie,-fPIE -pie,clang++ /app/programs/final.cpp -Ofast -fPIE -pie -o results_csv/20260708-165104/bin/clang++__final__Ofast__pie,1,17584,14520,partial,no,yes,yes,0,2,8b281ee4ceba29d2f6783c938f76ef9aec72e9317dbba8c04d32a3ea3bcf6113,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,no_pie,-no-pie,clang++ /app/programs/final.cpp -Ofast -no-pie -o results_csv/20260708-165104/bin/clang++__final__Ofast__no_pie,1,17408,14448,partial,no,yes,no,0,2,fa9e0f20f7d3f3ec9ecd869e19e8c1daf437135f1158fcf6a67c3abe578d60e2,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/final.cpp -Ofast -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__final__Ofast__fortify1,1,17592,14520,partial,no,yes,yes,1,2,1c2703a4024bb190b12d5098dac616beb0724850aaf724652988b4ca5dd4c684,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/final.cpp -Ofast -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__final__Ofast__fortify2,1,17656,14520,partial,no,yes,yes,2,2,8116cbb702dc76d9eb23d605decc8d61a2e48a537469fa5b87a176ef06ba374b,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/final.cpp -Ofast -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__final__Ofast__fortify_off,1,17584,14520,partial,no,yes,yes,0,2,8b281ee4ceba29d2f6783c938f76ef9aec72e9317dbba8c04d32a3ea3bcf6113,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,noexecstack,-z noexecstack,clang++ /app/programs/final.cpp -Ofast -z noexecstack -o results_csv/20260708-165104/bin/clang++__final__Ofast__noexecstack,1,17584,14520,partial,no,yes,yes,0,2,8b281ee4ceba29d2f6783c938f76ef9aec72e9317dbba8c04d32a3ea3bcf6113,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,execstack,"-Wl,-z,execstack","clang++ /app/programs/final.cpp -Ofast -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__final__Ofast__execstack",1,17584,14520,partial,no,no,yes,0,2,9219942139cbfeb04cd56137fc53b87725a0d858286529cb6d4d202e2542e23e,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/final.cpp -Ofast -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__final__Ofast__relro_full",1,17488,14424,full,no,yes,yes,0,2,c9fd273ee5303cb4b4b1b4b8c1566434d8e11d2ce0c5d6ba78f2b4b935e7055a,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,no_stack_protector,-fno-stack-protector,clang++ /app/programs/final.cpp -Ofast -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__final__Ofast__no_stack_protector,1,17584,14520,partial,no,yes,yes,0,2,8b281ee4ceba29d2f6783c938f76ef9aec72e9317dbba8c04d32a3ea3bcf6113,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,stack_protector,-fstack-protector,clang++ /app/programs/final.cpp -Ofast -fstack-protector -o results_csv/20260708-165104/bin/clang++__final__Ofast__stack_protector,1,17640,14528,partial,yes,yes,yes,0,2,477e8258013c47a1a9b0491d77884072d4c95a8cee136ccae5bee769300f0bf2,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/final.cpp -Ofast -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__final__Ofast__stack_protector_strong,1,17640,14528,partial,yes,yes,yes,0,2,477e8258013c47a1a9b0491d77884072d4c95a8cee136ccae5bee769300f0bf2,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,stack_protector_all,-fstack-protector-all,clang++ /app/programs/final.cpp -Ofast -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__final__Ofast__stack_protector_all,1,17640,14528,partial,yes,yes,yes,0,2,477e8258013c47a1a9b0491d77884072d4c95a8cee136ccae5bee769300f0bf2,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,no_plt,-fno-plt,clang++ /app/programs/final.cpp -Ofast -fno-plt -o results_csv/20260708-165104/bin/clang++__final__Ofast__no_plt,1,17488,14424,partial,no,yes,yes,0,2,11e14d49d8f00403f13a3390725627e5b03f161e99c8152a987ac5735d0c3f77,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,asan,-fsanitize=address,clang++ /app/programs/final.cpp -Ofast -fsanitize=address -o results_csv/20260708-165104/bin/clang++__final__Ofast__asan,1,1697616,1357200,partial,no,yes,yes,8,54,921e4a86976a16bfccf98dcdefcf7f69eb3c6f775d7b8860d0e67369edcf55b8,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,ubsan,-fsanitize=undefined,clang++ /app/programs/final.cpp -Ofast -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__final__Ofast__ubsan,1,426976,308472,partial,no,yes,yes,3,5,57eefa5bb2e6142fe882026cb151c017fa31b480da2f52d41a6685e89cf4ea0d,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,msan,-fsanitize=memory,clang++ /app/programs/final.cpp -Ofast -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__final__Ofast__msan,1,1398288,1070088,partial,no,yes,yes,7,65,86d13985fd41f36ef98978301a3a2a3ad31ec0b9a242b3a5102c8d5fcb2c9416,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/final.cpp -Ofast -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__final__Ofast__safe_stack,1,24736,18944,partial,no,yes,yes,1,6,48d40c19b99a9ae3ccf5f3ab4542f19965415b547c605c20302a003dfa936c67,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Ofast,lto,-flto,clang++ /app/programs/final.cpp -Ofast -flto -o results_csv/20260708-165104/bin/clang++__final__Ofast__lto,1,17552,14520,partial,no,yes,yes,0,2,dbf98c21cd532a75e057315dcd105f2a62dce8ee6043883d57291c1354db4589,"clang++: warning: argument '-Ofast' is deprecated; use '-O3 -ffast-math' for the same behavior, or '-O3' to enable only conforming optimizations [-Wdeprecated-ofast]"
clang++,final,-Os,baseline,,clang++ /app/programs/final.cpp -Os -o results_csv/20260708-165104/bin/clang++__final__Os__baseline,1,16096,14520,partial,no,yes,yes,0,2,82a872764821c6768afdfffc1f7dcc5252ffe5f986f8c9e3fbc7a15587fe1e80,
clang++,final,-Os,pie,-fPIE -pie,clang++ /app/programs/final.cpp -Os -fPIE -pie -o results_csv/20260708-165104/bin/clang++__final__Os__pie,1,16096,14520,partial,no,yes,yes,0,2,82a872764821c6768afdfffc1f7dcc5252ffe5f986f8c9e3fbc7a15587fe1e80,
clang++,final,-Os,no_pie,-no-pie,clang++ /app/programs/final.cpp -Os -no-pie -o results_csv/20260708-165104/bin/clang++__final__Os__no_pie,1,15928,14448,partial,no,yes,no,0,2,8bed80199e44e321e32737bdc6a7132fdc6c8f8407e5f47978c04405b56f7dfd,
clang++,final,-Os,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/final.cpp -Os -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__final__Os__fortify1,1,16104,14520,partial,no,yes,yes,1,2,a7f1a054c16564a62ef0a41a28b957ba46d6a0653a8041d517509ba8fba5e8b2,
clang++,final,-Os,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/final.cpp -Os -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__final__Os__fortify2,1,16168,14520,partial,no,yes,yes,2,2,e616fa3f3c5c37ac816135c0da682dcb8cc68691542d7db29ffefe5337b24550,
clang++,final,-Os,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/final.cpp -Os -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__final__Os__fortify_off,1,16096,14520,partial,no,yes,yes,0,2,82a872764821c6768afdfffc1f7dcc5252ffe5f986f8c9e3fbc7a15587fe1e80,
clang++,final,-Os,noexecstack,-z noexecstack,clang++ /app/programs/final.cpp -Os -z noexecstack -o results_csv/20260708-165104/bin/clang++__final__Os__noexecstack,1,16096,14520,partial,no,yes,yes,0,2,82a872764821c6768afdfffc1f7dcc5252ffe5f986f8c9e3fbc7a15587fe1e80,
clang++,final,-Os,execstack,"-Wl,-z,execstack","clang++ /app/programs/final.cpp -Os -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__final__Os__execstack",1,16096,14520,partial,no,no,yes,0,2,9e19cf6f4b4d41e795c1190bb9118e7fedec63be994051807a953a2609bf9636,
clang++,final,-Os,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/final.cpp -Os -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__final__Os__relro_full",1,16000,14424,full,no,yes,yes,0,2,48a5f125f62e3fc9297b3843665274c17195549d86e39971c96eaa8ad0869b72,
clang++,final,-Os,no_stack_protector,-fno-stack-protector,clang++ /app/programs/final.cpp -Os -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__final__Os__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,2,82a872764821c6768afdfffc1f7dcc5252ffe5f986f8c9e3fbc7a15587fe1e80,
clang++,final,-Os,stack_protector,-fstack-protector,clang++ /app/programs/final.cpp -Os -fstack-protector -o results_csv/20260708-165104/bin/clang++__final__Os__stack_protector,1,16160,14528,partial,yes,yes,yes,0,2,624dfbab5e5a80f908e40bc33db8084a61872a9ba77ba6b918e78dd709de24a7,
clang++,final,-Os,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/final.cpp -Os -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__final__Os__stack_protector_strong,1,16160,14528,partial,yes,yes,yes,0,2,624dfbab5e5a80f908e40bc33db8084a61872a9ba77ba6b918e78dd709de24a7,
clang++,final,-Os,stack_protector_all,-fstack-protector-all,clang++ /app/programs/final.cpp -Os -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__final__Os__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,2,624dfbab5e5a80f908e40bc33db8084a61872a9ba77ba6b918e78dd709de24a7,
clang++,final,-Os,no_plt,-fno-plt,clang++ /app/programs/final.cpp -Os -fno-plt -o results_csv/20260708-165104/bin/clang++__final__Os__no_plt,1,16000,14424,partial,no,yes,yes,0,2,17339583f4216df5928a9cb36b2439edd0cf259fb01fd37e695d61d9e8ee3a86,
clang++,final,-Os,asan,-fsanitize=address,clang++ /app/programs/final.cpp -Os -fsanitize=address -o results_csv/20260708-165104/bin/clang++__final__Os__asan,1,1696128,1357200,partial,no,yes,yes,8,54,ac7240542ca8989c69de5ccfba7bd107385a51a0282beb44fdfc18e6b2e1c85c,
clang++,final,-Os,ubsan,-fsanitize=undefined,clang++ /app/programs/final.cpp -Os -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__final__Os__ubsan,1,425488,308472,partial,no,yes,yes,3,5,290c196ab259758983457fe0e948a1660ee5359670071a912f0c2cb726355435,
clang++,final,-Os,msan,-fsanitize=memory,clang++ /app/programs/final.cpp -Os -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__final__Os__msan,1,1396800,1070088,partial,no,yes,yes,7,65,bae635be2c456d5e5f8eba68c67297b101b0dd9ac7cdc6bbec84a742d14633d5,
clang++,final,-Os,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/final.cpp -Os -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__final__Os__safe_stack,1,23256,18944,partial,no,yes,yes,1,6,e6ddbee6f94ab89b57e692792465ba8262b6f6a6a8a4864f58a8197326404749,
clang++,final,-Os,lto,-flto,clang++ /app/programs/final.cpp -Os -flto -o results_csv/20260708-165104/bin/clang++__final__Os__lto,1,16064,14520,partial,no,yes,yes,0,2,3b110c2af9b64e288484c83ec302986dc4338402e113cf39b4bfc52fe5c2948b,
clang++,final,-Oz,baseline,,clang++ /app/programs/final.cpp -Oz -o results_csv/20260708-165104/bin/clang++__final__Oz__baseline,1,16096,14520,partial,no,yes,yes,0,2,dd46266c316855063d3cbfd756458c6846477d4e06ec30ea33d950cb76fade76,
clang++,final,-Oz,pie,-fPIE -pie,clang++ /app/programs/final.cpp -Oz -fPIE -pie -o results_csv/20260708-165104/bin/clang++__final__Oz__pie,1,16096,14520,partial,no,yes,yes,0,2,dd46266c316855063d3cbfd756458c6846477d4e06ec30ea33d950cb76fade76,
clang++,final,-Oz,no_pie,-no-pie,clang++ /app/programs/final.cpp -Oz -no-pie -o results_csv/20260708-165104/bin/clang++__final__Oz__no_pie,1,15928,14448,partial,no,yes,no,0,2,42a58c4a9ba1b2204b6925f0ca7fc7a695e59244181ab6c9d315e4284422d186,
clang++,final,-Oz,fortify1,-D_FORTIFY_SOURCE=1,clang++ /app/programs/final.cpp -Oz -D_FORTIFY_SOURCE=1 -o results_csv/20260708-165104/bin/clang++__final__Oz__fortify1,1,16104,14520,partial,no,yes,yes,1,2,e9c155274cbb5a080277da6238a473e524085ee86226754505a87a3c937a6511,
clang++,final,-Oz,fortify2,-D_FORTIFY_SOURCE=2,clang++ /app/programs/final.cpp -Oz -D_FORTIFY_SOURCE=2 -o results_csv/20260708-165104/bin/clang++__final__Oz__fortify2,1,16168,14520,partial,no,yes,yes,2,2,3c4c6914f27d0d05e2243d7b14a9cd5961753b76999c7f74cc6e5ee8cdf85f45,
clang++,final,-Oz,fortify_off,-D_FORTIFY_SOURCE=0,clang++ /app/programs/final.cpp -Oz -D_FORTIFY_SOURCE=0 -o results_csv/20260708-165104/bin/clang++__final__Oz__fortify_off,1,16096,14520,partial,no,yes,yes,0,2,dd46266c316855063d3cbfd756458c6846477d4e06ec30ea33d950cb76fade76,
clang++,final,-Oz,noexecstack,-z noexecstack,clang++ /app/programs/final.cpp -Oz -z noexecstack -o results_csv/20260708-165104/bin/clang++__final__Oz__noexecstack,1,16096,14520,partial,no,yes,yes,0,2,dd46266c316855063d3cbfd756458c6846477d4e06ec30ea33d950cb76fade76,
clang++,final,-Oz,execstack,"-Wl,-z,execstack","clang++ /app/programs/final.cpp -Oz -Wl,-z,execstack -o results_csv/20260708-165104/bin/clang++__final__Oz__execstack",1,16096,14520,partial,no,no,yes,0,2,a9107278f836c78786fe4551cc552add508bf964a1bc06f228f02e123b0439d1,
clang++,final,-Oz,relro_full,"-Wl,-z,relro,-z,now","clang++ /app/programs/final.cpp -Oz -Wl,-z,relro,-z,now -o results_csv/20260708-165104/bin/clang++__final__Oz__relro_full",1,16000,14424,full,no,yes,yes,0,2,6d9e6856f8b7ee5dfdc3989e52cc2a194c1806a5c81a719b2e00655b30331aca,
clang++,final,-Oz,no_stack_protector,-fno-stack-protector,clang++ /app/programs/final.cpp -Oz -fno-stack-protector -o results_csv/20260708-165104/bin/clang++__final__Oz__no_stack_protector,1,16096,14520,partial,no,yes,yes,0,2,dd46266c316855063d3cbfd756458c6846477d4e06ec30ea33d950cb76fade76,
clang++,final,-Oz,stack_protector,-fstack-protector,clang++ /app/programs/final.cpp -Oz -fstack-protector -o results_csv/20260708-165104/bin/clang++__final__Oz__stack_protector,1,16160,14528,partial,yes,yes,yes,0,2,144097802c80f0c3f65bc87df2aee0b26b103471fd54662efa1882a08510113c,
clang++,final,-Oz,stack_protector_strong,-fstack-protector-strong,clang++ /app/programs/final.cpp -Oz -fstack-protector-strong -o results_csv/20260708-165104/bin/clang++__final__Oz__stack_protector_strong,1,16160,14528,partial,yes,yes,yes,0,2,144097802c80f0c3f65bc87df2aee0b26b103471fd54662efa1882a08510113c,
clang++,final,-Oz,stack_protector_all,-fstack-protector-all,clang++ /app/programs/final.cpp -Oz -fstack-protector-all -o results_csv/20260708-165104/bin/clang++__final__Oz__stack_protector_all,1,16160,14528,partial,yes,yes,yes,0,2,144097802c80f0c3f65bc87df2aee0b26b103471fd54662efa1882a08510113c,
clang++,final,-Oz,no_plt,-fno-plt,clang++ /app/programs/final.cpp -Oz -fno-plt -o results_csv/20260708-165104/bin/clang++__final__Oz__no_plt,1,16000,14424,partial,no,yes,yes,0,2,1395fd70bd89c6ba95435128f94c65f918539d464b8eccb9a8d44afdd9b2bc24,
clang++,final,-Oz,asan,-fsanitize=address,clang++ /app/programs/final.cpp -Oz -fsanitize=address -o results_csv/20260708-165104/bin/clang++__final__Oz__asan,1,1696128,1357200,partial,no,yes,yes,8,54,1cfc49aa39d5d9e38b13e5ab952b2d3bd8fc0e2a2fbe4d4cffb62d1dd739558c,
clang++,final,-Oz,ubsan,-fsanitize=undefined,clang++ /app/programs/final.cpp -Oz -fsanitize=undefined -o results_csv/20260708-165104/bin/clang++__final__Oz__ubsan,1,425488,308472,partial,no,yes,yes,3,5,2e5297a91046e813f43699677cc32e598fdbab5d4b6d07884aa1328a4c0d8a13,
clang++,final,-Oz,msan,-fsanitize=memory,clang++ /app/programs/final.cpp -Oz -fsanitize=memory -o results_csv/20260708-165104/bin/clang++__final__Oz__msan,1,1396800,1070088,partial,no,yes,yes,7,65,2349d9d3f7b948715c6465daea1ba0548d0c579ea3adbc675101f82c9f6d23cd,
clang++,final,-Oz,safe_stack,-fsanitize=safe-stack,clang++ /app/programs/final.cpp -Oz -fsanitize=safe-stack -o results_csv/20260708-165104/bin/clang++__final__Oz__safe_stack,1,23256,18944,partial,no,yes,yes,1,6,c642b5b6df1bcddb46d86d55fd58b3c59b9270b47d56e7bff108f6ba1408814d,
clang++,final,-Oz,lto,-flto,clang++ /app/programs/final.cpp -Oz -flto -o results_csv/20260708-165104/bin/clang++__final__Oz__lto,1,16064,14520,partial,no,yes,yes,0,2,9f4b64c304e214a560475e09f87b4f7a90da1702d9761ba9eec0b98dd6edb7c1,
rustc,suma,-C opt-level=0,baseline,,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__baseline,1,4517512,354528,full,no,yes,yes,0,8,3183af3294f5ff570c88be9e08d66e11f4dc204bf606c73bbda215acd629a262,
rustc,suma,-C opt-level=0,overflow_checks,-C overflow-checks=on,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -C overflow-checks=on -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__overflow_checks,1,4517512,354528,full,no,yes,yes,0,8,3183af3294f5ff570c88be9e08d66e11f4dc204bf606c73bbda215acd629a262,
rustc,suma,-C opt-level=0,debug_assertions,-C debug-assertions=on,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -C debug-assertions=on -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__debug_assertions,1,4517512,354528,full,no,yes,yes,0,8,3183af3294f5ff570c88be9e08d66e11f4dc204bf606c73bbda215acd629a262,
rustc,suma,-C opt-level=0,panic_abort,-C panic=abort,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -C panic=abort -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__panic_abort,1,4510096,352752,full,no,yes,yes,0,8,b4e7aa5695d457720a00bd71c5f9d439bdf39b332d79de71a402acf3d2751503,
rustc,suma,-C opt-level=0,lto,-C lto,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -C lto -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__lto,1,5118104,691832,full,no,yes,yes,0,8,5c1781d58fd0440b14b8ed1b082917c5e059a39cde1a8a39f07744e3d35d285f,
rustc,suma,-C opt-level=0,lto_thin,-C lto=thin,rustc --edition 2021 /app/programs/suma.rs -C opt-level=0 -C lto=thin -o results_csv/20260708-165104/bin/rustc__suma__C_opt_level_0__lto_thin,1,2690080,691488,full,no,yes,yes,0,8,3654fdf01f1801d50db041e7ee1882c1598547ce2ac1d6eb6241f8ac11e82467,
